NAICS12, INDEX ITEM DESCRIPTION ,SIC
333991,Power-driven handtools manufacturing,
333991,"Riveting guns, handheld power-driven, manufacturing",
333991,"Routers, handheld power-driven, manufacturing",
333991,"Sanders, handheld power-driven, manufacturing",
333991,"Saws, handheld power-driven, manufacturing",
333991,"Screwdrivers and nut drivers, handheld power-driven, manufacturing",
333991,"Shears and nibblers, handheld power-driven, manufacturing",
333991,"Staplers and nailers, handheld power-driven, manufacturing",
333991,"Tools, handheld power-driven, manufacturing",
333991,"Wrenches, impact, handheld power-driven, manufacturing",
333992, Arc welding equipment manufacturing ,
333992," Electrode holders, welding, manufacturing ",
333992," Electrodes, welding, manufacturing ",
333992, Electron beam welding equipment manufacturing ,
333992, Gas welding equipment manufacturing ,
333992," Gas welding rods, coated or cored, manufacturing ",
333992," Generating apparatus and parts, welding, electrical, manufacturing ",
333992, Laser welding equipment manufacturing ,
333992, Plasma welding equipment manufacturing ,
333992, Resistance welding equipment manufacturing ,
333992, Seam welding equipment manufacturing ,
333992, Soldering equipment (except hand held) manufacturing ,
333992, Spot welding equipment manufacturing ,
333992, Ultrasonic welding equipment manufacturing ,
333992, Welding equipment manufacturing ,
333992,"Welding wire or rods (i.e., coated, cored) manufacturing",
333993," Bag opening, filling, and closing machines manufacturing ",
333993," Bottle washers, packaging machinery, manufacturing ",
333993,"Bottling machinery (e.g., capping, filling, labeling, sterilizing, washing) manufacturing",
333993, Bread wrapping machines manufacturing ,
333993, Canning machinery manufacturing ,
333993," Capping, sealing, and lidding packaging machinery manufacturing ",
333993, Carton filling machinery manufacturing ,
333993," Coding, dating, and imprinting packaging machinery manufacturing ",
333993, Food packaging machinery manufacturing ,
333993,"Labeling (i.e., packaging) machinery manufacturing",
333993, Packaging machinery manufacturing ,
333993," Testing, weighing, inspecting, packaging machinery manufacturing ",
333993,"Thermoform, blister, and skin packaging machinery manufacturing",
333993,"Wrapping (i.e., packaging) machinery manufacturing",
333994, Ceramic kilns and furnaces manufacturing ,
333994, Core baking and mold drying ovens manufacturing ,
333994, Dielectric industrial heating equipment manufacturing ,
333994," Distillation ovens, charcoal and coke, manufacturing ",
333994, Enameling ovens manufacturing ,
333994,"Furnaces and ovens for drying and redrying, industrial process-type, manufacturing",
333994," Furnaces and ovens, semiconductor wafer, manufacturing ",
333994," Furnaces, industrial and laboratory-type (except dental), manufacturing ",
333994,Garbage incinerators (except precast concrete) manufacturing,
333994," Heat treating ovens, industrial process-type, manufacturing ",
333994,Incinerators (except precast concrete) manufacturing,
333994," Induction heating equipment, industrial process-type, manufacturing ",
333994," Infrared ovens, industrial, manufacturing ",
333994, Japanning ovens manufacturing ,
333994," Kilns (except cement, chemical, wood) manufacturing ",
333994, Lacquering ovens manufacturing ,
333994," Metal melting furnaces, industrial, manufacturing ",
333994," Ovens, industrial process and laboratory-type, manufacturing ",
333994, Paint baking and drying ovens manufacturing ,
333994, Smelting ovens manufacturing ,
333994,Tilemaking kilns manufacturing,
333995," Actuators, fluid power, manufacturing ",
333995," Cylinders, fluid power, manufacturing ",
333995, Fluid power actuators manufacturing ,
333995, Fluid power cylinders manufacturing ,
333995," Hydraulic cylinders, fluid power, manufacturing ",
333995," Pneumatic cylinders, fluid power, manufacturing ",
333996, Fluid power motors manufacturing ,
333996, Fluid power pumps manufacturing ,
333996," Hydraulic pumps, fluid power, manufacturing ",
333996, Hydrostatic drives manufacturing ,
333996, Hydrostatic transmissions manufacturing ,
333996," Motors, fluid power, manufacturing ",
333996," Pneumatic pumps, fluid power, manufacturing ",
333996," Pumps, fluid power, manufacturing ",
333997, Baby scales manufacturing ,
333997," Balances, including laboratory-type, manufacturing ",
333997, Bathroom scales manufacturing ,
333997, Delicatessen scales manufacturing ,
333997, Industrial scales manufacturing ,
333997, Motor truck scales manufacturing ,
333997, Parcel post scales manufacturing ,
333997, Post office-type scales manufacturing ,
333997, Railroad track scales manufacturing ,
333997,"Retail scales (e.g., butcher, delicatessen, produce) manufacturing",
333997," Scales, including laboratory-type, manufacturing ",
333997, Vehicle scales manufacturing ,
333999, Aircraft carrier catapults manufacturing ,
333999,"Baling machinery (e.g., paper, scrap metal) manufacturing",
333999," Bellows, industrial type, manufacturing ",
333999, Bridge and gate lifting machinery manufacturing ,
333999," Centrifuges, industrial and laboratory-type, manufacturing ",
333999, Cremating ovens manufacturing ,
333999," Filters, industrial and general line (except internal combustion engine, warm air furnace), manufacturing ",
333999," Gas generating machinery, general purpose-type, manufacturing ",
333999, Gas separating machinery manufacturing ,
333999, Gate and bridge lifting machinery manufacturing ,
333999," Ice crushers, industrial and commercial-type, manufacturing ",
333999," Jacks, hydraulic and pneumatic, manufacturing ",
333999," Presses, metal baling, manufacturing ",
333999, Screening and sifting machinery for general industrial use manufacturing ,
333999," Sieves and screening equipment, general purpose-type, manufacturing ",
333999, Sludge tables manufacturing ,
333999," Sprinkler systems, automatic fire, manufacturing ",
333999, Steam separating machinery manufacturing ,
333999," Strainers, pipeline, manufacturing ",
333999, Vapor separating machinery manufacturing ,
333999, Weather vanes manufacturing ,
334111, Analog computers manufacturing ,
334111, Computer servers manufacturing ,
334111, Computers manufacturing ,
334111, Digital computers manufacturing ,
334111,"Hand held computers (e.g., PDAs) manufacturing",
334111, Hybrid computers manufacturing ,
334111, Laptop computers manufacturing ,
334111, Mainframe computers manufacturing ,
334111, Microcomputers manufacturing ,
334111, Minicomputers manufacturing ,
334111, Notebook computers manufacturing ,
334111, Personal computers manufacturing ,
334111, Portable computers manufacturing ,
334111," Workstations, computer, manufacturing ",
334112, CD-ROM drives manufacturing ,
334112, Direct access storage devices manufacturing ,
334112," Disk drives, computer, manufacturing ",
334112," DVD (digital video disc) drives, computer peripheral equipment, manufacturing ",
334112,"Flexible (i.e., floppy) magnetic disk drives manufacturing",
334112, Floppy disk drives manufacturing ,
334112, Hard disk drives manufacturing ,
334112, Magnetic/optical combination storage units for computers manufacturing ,
334112, Optical disk drives manufacturing ,
334112," Storage devices, computer, manufacturing ",
334112,"Tape storage units (e.g., drive backups), computer peripheral equipment, manufacturing",
334118,ATMs (automatic teller machines) manufacturing,
334118, Automatic teller machines (ATM) manufacturing ,
334118,"Biometrics system input device (e.g., retinal scan, iris pattern recognition, hand geometry) manufacturing",
334118, Computer input/output equipment manufacturing ,
334118, Computer terminals manufacturing ,
334118,"Flat panel displays (i.e., complete units), computer peripheral equipment, manufacturing",
334118, Funds transfer devices manufacturing ,
334118," Input/output equipment, computer, manufacturing ",
334118, Joystick devices manufacturing ,
334118," Keyboards, computer peripheral equipment, manufacturing ",
334118, Lottery ticket sales terminal manufacturing ,
334118," Magnetic ink recognition devices, computer peripheral equipment, manufacturing ",
334118," Monitors, computer peripheral equipment, manufacturing ",
334118," Mouse devices, computer peripheral equipment, manufacturing ",
334118, Optical readers and scanners manufacturing ,
334118," Overhead projectors, computer peripheral-type, manufacturing ",
334118," Plotters, computer, manufacturing ",
334118, Point of sale terminals manufacturing ,
334118," Pointing devices, computer peripheral equipment, manufacturing ",
334118," Printers, computer, manufacturing ",
334118,"Teleprinters (i.e., computer terminals) manufacturing",
334118," Terminals, computer, manufacturing ",
334210,"Carrier equipment (i.e., analog, digital), telephone, manufacturing",
334210," Central office and switching equipment, telephone, manufacturing ",
334210," Communications headgear, telephone, manufacturing ",
334210, Cordless telephones (except cellular) manufacturing ,
334210,"Data communications equipment (e.g., bridges, gateways, routers) manufacturing",
334210," Facsimile equipment, standalone, manufacturing ",
334210,"Keysets, telephone, manufacturing",
334210,"Local area network (LAN) communications equipment (e.g., bridges, gateways, routers) manufacturing",
334210," Modems, carrier equipment, manufacturing ",
334210," Multiplex equipment, telephone, manufacturing ",
334210, PBX (private branch exchange) equipment manufacturing ,
334210, Private branch exchange (PBX) equipment manufacturing ,
334210," Repeater and transceiver equipment, carrier line, manufacturing ",
334210," Subscriber loop equipment, telephone, manufacturing ",
334210," Switching equipment, telephone, manufacturing ",
334210, Telephone answering machines manufacturing ,
334210, Telephone carrier line equipment manufacturing ,
334210, Telephone carrier switching equipment manufacturing ,
334210, Telephones (except cellular telephone) manufacturing ,
334210," Telephones, coin-operated, manufacturing ",
334210," Toll switching equipment, telephone, manufacturing ",
334210,"Wide area network communications equipment (e.g., bridges, gateways, routers) manufacturing",
334220, Airborne radio communications equipment manufacturing ,
334220,"Amplifiers, (e.g., RF power and IF), broadcast and studio equipment, manufacturing",
